QID,PID,QueryCommand,QueryType,QueryValue,Filter1_operator,Filter1,Filter2_operator,Filter2,Filter3_operator,Filter3,Filter4_operator,Filter4,Filter5_operator,Filter5,CreateTime,UpdateTime
556,2036,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND pnl.[ProcNo] = '71'
AND TRIM(pcs.[ItemName]) = '咬蝕不完全(殘銅)Copper Residue'
        )
        ELSE ''
    END",IPQC,缺點數量,=,IT(出料檢),=,咬蝕不完全(殘銅)Copper Residue,,,,,不需篩選層別,,NULL,NULL
555,2037,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND pnl.[ProcNo] = '71'
AND TRIM(pcs.[ItemName]) = 'SMT/光學點 缺陷(SMT/Fiducial mark abnormal)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,IT(出料檢),=,SMT/光學點 缺陷(SMT/Fiducial mark abnormal),,,,,不需篩選層別,,NULL,NULL
554,669,"SELECT TOP 1 [Defect_Count_Per_Panel]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc' AND [Defect_Code] = 9002",其他,,,,,,,,,,,,NULL,NULL
553,1911,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var1"")
    Return result
  End Function
End Class",欄位間計算,,,檢驗顆數,,var1/var1,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
552,683,"SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 * FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc'
        )
        THEN CAST(ISNULL((
SELECT TOP 1 [Defect_Count_Per_Panel]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc' AND [Defect_Code] = 777
        ),0) AS varchar) 
        ELSE ''
    END AS [Defect_Qty]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
551,682,"SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 * FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc'
        )
        THEN CAST(ISNULL((
SELECT TOP 1 [Defect_Count_Per_Panel]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc' AND [Defect_Code] = 775
        ),0) AS varchar) 
        ELSE ''
    END AS [Defect_Qty]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
550,679,"SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 * FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc'
        )
        THEN CAST(ISNULL((
SELECT TOP 1 [Defect_Count_Per_Panel]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc' AND [Defect_Code] = 773
        ),0) AS varchar) 
        ELSE ''
    END AS [Defect_Qty]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
549,678,"SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 * FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc'
        )
        THEN CAST(ISNULL((
SELECT TOP 1 [Defect_Count_Per_Panel]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc' AND [Defect_Code] = 8816
        ),0) AS varchar) 
        ELSE ''
    END AS [Defect_Qty]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
548,677,"SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 * FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc'
        )
        THEN CAST(ISNULL((
SELECT TOP 1 [Defect_Count_Per_Panel]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc' AND [Defect_Code] = 8817
        ),0) AS varchar) 
        ELSE ''
    END AS [Defect_Qty]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
547,676,"SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 * FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc'
        )
        THEN CAST(ISNULL((
SELECT TOP 1 [Defect_Count_Per_Panel]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc' AND [Defect_Code] = 8815
        ),0) AS varchar) 
        ELSE ''
    END AS [Defect_Qty]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
546,675,"SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 * FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc'
        )
        THEN CAST(ISNULL((
SELECT TOP 1 [Defect_Count_Per_Panel]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc' AND [Defect_Code] = 780
        ),0) AS varchar) 
        ELSE ''
    END AS [Defect_Qty]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
545,674,"SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 * FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc'
        )
        THEN CAST(ISNULL((
SELECT TOP 1 [Defect_Count_Per_Panel]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc' AND [Defect_Code] = 779
        ),0) AS varchar) 
        ELSE ''
    END AS [Defect_Qty]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
544,672,"SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 * FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc'
        )
        THEN CAST(ISNULL((
SELECT TOP 1 [Defect_Count_Per_Panel]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc' AND [Defect_Code] = 1539
        ),0)  AS varchar) 
        ELSE ''
    END AS [Defect_Qty]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
543,673,"SELECT TOP 1 [OutQty_PI]  FROM [MES-C].[Defect_FC].[dbo].[v_AEIDefectData_forDM] WITH(NOLOCK)
WHERE [lot] = 'VarLot' AND [Step] = 'VarProc'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
542,2130,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '57'
AND TRIM(pcs.[ItemName]) = 'Scratch on panel(板面刮傷)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-CF Pre.,=,Scratch on panel(板面刮傷),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
541,2129,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '57'
AND TRIM(pcs.[ItemName]) = 'Foreign Mater(髒點)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-CF Pre.,=,Foreign Mater(髒點),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
540,2151,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '40'
AND TRIM(pcs.[ItemName]) = 'Others(Major) (其他主缺)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Plug CZ,=,Others(Major) (其他主缺),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
539,2069,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '40'
AND TRIM(pcs.[ItemName]) = 'Others(Minor) (其他次缺)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Plug CZ,=,Others(Minor) (其他次缺),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
538,1878,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '40'
AND TRIM(pcs.[ItemName]) = 'Scratch on panel(板面刮傷)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Plug CZ,=,Scratch on panel(板面刮傷),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
537,1849,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '36'
AND TRIM(pcs.[ItemName]) = 'Others(Major) (其他主缺)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-SUEP,=,Others(Major) (其他主缺),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
536,1848,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '36'
AND TRIM(pcs.[ItemName]) = 'Others(Minor) (其他次缺)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-SUEP,=,Others(Minor) (其他次缺),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
535,1847,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [InspTime] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
WHERE [LotID] + [LotNo] = 'VarLot'
AND [Side] = @Face
AND [LayerName] = 'VarLayer'
AND [ProcNo] = '36'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '36'
AND TRIM(pcs.[ItemName]) = 'Cu Thickness Over(銅厚過厚)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-SUEP,=,Cu Thickness Over(銅厚過厚),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
534,1846,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [InspTime] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
WHERE [LotID] + [LotNo] = 'VarLot'
AND [Side] = @Face
AND [LayerName] = 'VarLayer'
AND [ProcNo] = '36'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '36'
AND TRIM(pcs.[ItemName]) = 'Cu Thickness Less(銅厚不足)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-SUEP,=,Cu Thickness Less(銅厚不足),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
533,1845,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [InspTime] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
WHERE [LotID] + [LotNo] = 'VarLot'
AND [Side] = @Face
AND [LayerName] = 'VarLayer'
AND [ProcNo] = '36'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '36'
AND TRIM(pcs.[ItemName]) = 'Scratch on panel(板面刮傷)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-SUEP,=,Scratch on panel(板面刮傷),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
532,1844,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [InspTime] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
WHERE [LotID] + [LotNo] = 'VarLot'
AND [Side] = @Face
AND [LayerName] = 'VarLayer'
AND [ProcNo] = '36'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '36'
AND TRIM(pcs.[ItemName]) = 'Chemical solution residue(藥液殘留)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-SUEP,=,Chemical solution residue(藥液殘留),,,,,需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
531,2026,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND pnl.[ProcNo] = '71'
AND TRIM(pcs.[ItemName]) = 'IMT scratch(錫面刮傷)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,IT(出料檢),=,IMT scratch(錫面刮傷),,,,,不需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
530,2025,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND pnl.[ProcNo] = '71'
AND TRIM(pcs.[ItemName]) = 'Cu Exposed (露銅)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,IT(出料檢),=,Cu Exposed (露銅),,,,,不需篩選層別,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
